      Source    Campaign     Index   Year   Yday MinDay MaxDay  Month     Lat     Lon  MinLat  MaxLat  MinLon  MaxLon Length    Nsamps  Avg_none  Min_none  Max_none   SD_none Avg_frbrd Min_frbrd Max_frbrd  SD_frbrd Avg_thkns Min_thkns Max_thkns  SD_thkns
   ICESAT1-G          3g  11030098   2006  311.3  303.0  328.0     11   75.44  164.39   75.20   75.71  163.64  165.21    111       656   -999.00   -999.00   -999.00   -999.00      0.23      0.00      0.74      0.11      0.91      0.00      5.52      0.78
   ICESAT1-G          3g  11030099   2006  311.2  299.0  330.0     11   74.89  157.62   74.60   75.16  156.64  158.31    161       952   -999.00   -999.00   -999.00   -999.00      0.17      0.00      0.67      0.08      0.50      0.00      4.55      0.44
   ICESAT1-G          3g  11030100   2006  311.5  300.0  330.0     11   74.67  156.07   74.40   74.89  155.23  157.12    124       733   -999.00   -999.00   -999.00   -999.00      0.12      0.00      0.59      0.08      0.32      0.00      3.82      0.35
   ICESAT1-G          3g  11030101   2006  310.6  306.0  317.0     11   74.45  154.65   74.22   74.78  154.15  155.35    103       608   -999.00   -999.00   -999.00   -999.00      0.14      0.01      0.36      0.05      0.34      0.01      1.72      0.18
   ICESAT1-G          3g  11030102   2006  320.5  314.0  327.0     11   70.91 -134.97   70.66   71.19 -135.44 -134.45    120       710   -999.00   -999.00   -999.00   -999.00      0.17      0.00      0.77      0.08      0.80      0.00      6.43      0.70
   ICESAT1-G          3g  11030103   2006  324.8  320.0  328.0     11   72.17 -139.23   71.94   72.43 -139.79 -138.74     93       550   -999.00   -999.00   -999.00   -999.00      0.23      0.00      0.79      0.14      1.25      0.00      6.36      1.17
   ICESAT1-G          3g  11030104   2006  319.3  312.0  325.0     11   72.78 -141.46   72.56   73.03 -142.01 -140.86     89       526   -999.00   -999.00   -999.00   -999.00      0.14      0.00      0.56      0.07      0.49      0.01      4.20      0.45
   ICESAT1-G          3g  11030105   2006  319.9  313.0  330.0     11   73.51 -145.13   73.24   73.73 -146.03 -144.68     95       561   -999.00   -999.00   -999.00   -999.00      0.19      0.00      0.53      0.08      0.80      0.00      3.84      0.58
   ICESAT1-G          3g  11030106   2006  317.2  302.0  330.0     11   73.75 -146.54   73.50   74.04 -147.61 -146.03    125       741   -999.00   -999.00   -999.00   -999.00      0.25      0.00      0.80      0.13      1.32      0.00      6.48      1.08
   ICESAT1-G          3g  11030107   2006  317.5  303.0  322.0     11   73.98 -147.61   73.74   74.25 -148.95 -147.15    118       695   -999.00   -999.00   -999.00   -999.00      0.22      0.00      0.59      0.12      1.08      0.00      4.36      0.91
   ICESAT1-G          3g  11030108   2006  317.2  300.0  322.0     11   75.10 -155.24   74.83   75.35 -156.56 -154.69    150       887   -999.00   -999.00   -999.00   -999.00      0.28      0.00      0.80      0.12      1.45      0.00      6.29      1.03
   ICESAT1-G          3g  11030109   2006  308.7  301.0  318.0     11   75.62 -160.58   75.33   75.88 -161.47 -159.87    117       692   -999.00   -999.00   -999.00   -999.00      0.28      0.00      1.36      0.14      1.45      0.00     11.49      1.16
   ICESAT1-G          3g  11030110   2006  312.7  300.0  325.0     11   75.77 -162.29   75.50   76.03 -163.07 -161.47    218      1287   -999.00   -999.00   -999.00   -999.00      0.31      0.00      1.14      0.14      1.67      0.00      9.32      1.19
   ICESAT1-G          3g  11030111   2006  321.3  318.0  326.0     11   76.04 -165.65   75.79   76.26 -166.50 -164.87    130       767   -999.00   -999.00   -999.00   -999.00      0.29      0.00      1.10      0.16      1.49      0.00      8.94      1.27
   ICESAT1-G          3g  11030112   2006  310.1  302.0  320.0     11   76.10 -167.56   75.87   76.35 -168.66 -166.67    137       811   -999.00   -999.00   -999.00   -999.00      0.37      0.00      0.98      0.17      2.12      0.00      7.77      1.50
   ICESAT1-G          3g  11030113   2006  308.7  304.0  313.0     11   76.36 -172.79   76.11   76.57 -173.55 -172.18    109       645   -999.00   -999.00   -999.00   -999.00      0.29      0.00      0.88      0.15      1.45      0.00      6.83      1.20
   ICESAT1-G          3g  11030114   2006  312.5  308.0  316.0     11   76.42  178.69   76.21   76.67  178.04  179.32     91       537   -999.00   -999.00   -999.00   -999.00      0.20      0.00      0.47      0.09      0.71      0.00      2.95      0.56
   ICESAT1-G          3g  11030115   2006  299.9  299.0  316.0     10   76.44  177.38   76.20   76.66  176.20  178.04    102       605   -999.00   -999.00   -999.00   -999.00      0.24      0.00      0.66      0.12      1.07      0.00      4.78      0.88
   ICESAT1-G          3g  11030116   2006  304.2  301.0  309.0     10   76.27  171.54   76.05   76.53  170.91  172.22     88       522   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.83      0.10      0.58      0.00      6.32      0.70
   ICESAT1-G          3g  11030117   2006  307.0  302.0  312.0     11   76.11  167.54   75.87   76.33  166.70  168.37     94       553   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.73      0.10      0.56      0.00      5.33      0.60
   ICESAT1-G          3g  11030118   2006  314.3  305.0  330.0     11   75.48  158.54   75.20   75.71  157.85  159.24    131       772   -999.00   -999.00   -999.00   -999.00      0.14      0.00      0.44      0.06      0.36      0.00      2.61      0.24
   ICESAT1-G          3g  11030119   2006  313.3  299.0  330.0     11   75.29  157.06   75.00   75.56  156.11  158.15    145       858   -999.00   -999.00   -999.00   -999.00      0.16      0.00      0.69      0.08      0.49      0.00      5.05      0.45
   ICESAT1-G          3g  11030120   2006  306.3  300.0  314.0     11   75.08  155.31   74.84   75.36  154.72  156.11    123       728   -999.00   -999.00   -999.00   -999.00      0.11      0.00      0.32      0.05      0.26      0.00      1.38      0.14
   ICESAT1-G          3g  11030121   2006  314.0  301.0  326.0     11   74.69  152.31   74.44   74.95  151.72  152.80    146       862   -999.00   -999.00   -999.00   -999.00      0.17      0.00      0.36      0.07      0.47      0.00      2.00      0.29
   ICESAT1-G          3g  11030122   2006  304.0  300.0  311.0     10   74.04  147.54   73.81   74.28  147.17  148.29     94       558   -999.00   -999.00   -999.00   -999.00      0.20      0.00      0.39      0.07      0.69      0.00      2.19      0.42
   ICESAT1-G          3g  11030123   2006  315.6  310.0  318.0     11   70.93 -132.90   70.70   71.20 -133.75 -132.37     89       525   -999.00   -999.00   -999.00   -999.00      0.15      0.00      0.52      0.07      0.65      0.00      4.02      0.57
   ICESAT1-G          3g  11030124   2006  326.5  324.0  328.0     11   72.76 -139.22   72.48   73.01 -139.65 -138.76     93       551   -999.00   -999.00   -999.00   -999.00      0.33      0.00      0.96      0.17      2.10      0.00      7.93      1.44
   ICESAT1-G          3g  11030125   2006  317.8  304.0  325.0     11   73.37 -141.61   73.04   73.67 -142.25 -140.74    176      1040   -999.00   -999.00   -999.00   -999.00      0.22      0.00      0.72      0.10      1.09      0.00      5.59      0.85
   ICESAT1-G          3g  11030126   2006  318.9  313.0  321.0     11   73.92 -144.40   73.64   74.19 -145.08 -143.95    126       747   -999.00   -999.00   -999.00   -999.00      0.23      0.00      0.96      0.12      1.11      0.00      7.81      0.97
   ICESAT1-G          3g  11030127   2006  311.6  302.0  330.0     11   74.21 -145.66   73.96   74.42 -146.61 -144.51    111       655   -999.00   -999.00   -999.00   -999.00      0.24      0.00      0.98      0.12      1.19      0.00      8.06      1.00
   ICESAT1-G          3g  11030128   2006  321.1  305.0  330.0     11   74.41 -146.96   74.16   74.71 -147.77 -146.24    147       865   -999.00   -999.00   -999.00   -999.00      0.21      0.00      0.71      0.11      0.95      0.01      5.46      0.83
   ICESAT1-G          3g  11030129   2006  313.9  299.0  322.0     11   75.54 -154.78   75.27   75.79 -155.61 -154.04    147       865   -999.00   -999.00   -999.00   -999.00      0.29      0.00      1.09      0.13      1.47      0.00      8.95      1.15
   ICESAT1-G          3g  11030130   2006  317.0  300.0  325.0     11   75.92 -157.95   75.62   76.18 -158.55 -157.42    126       744   -999.00   -999.00   -999.00   -999.00      0.32      0.00      1.31      0.15      1.72      0.00     10.95      1.29
   ICESAT1-G          3g  11030131   2006  310.9  300.0  325.0     11   76.21 -161.81   76.00   76.47 -162.52 -160.78    169       996   -999.00   -999.00   -999.00   -999.00      0.29      0.00      1.15      0.13      1.47      0.00      9.44      1.11
   ICESAT1-G          3g  11030132   2006  311.3  309.0  318.0     11   76.36 -163.25   76.06   76.59 -163.89 -162.44    126       747   -999.00   -999.00   -999.00   -999.00      0.31      0.00      1.39      0.15      1.61      0.00     11.70      1.28
   ICESAT1-G          3g  11030133   2006  321.7  318.0  326.0     11   76.44 -165.26   76.22   76.70 -165.93 -164.59    109       645   -999.00   -999.00   -999.00   -999.00      0.29      0.00      0.90      0.15      1.48      0.00      6.98      1.20
   ICESAT1-G          3g  11030134   2006  308.8  304.0  313.0     11   76.78 -172.65   76.55   77.03 -173.07 -172.12    108       640   -999.00   -999.00   -999.00   -999.00      0.29      0.00      1.10      0.14      1.37      0.00      8.91      1.20
   ICESAT1-G          3g  11030135   2006  305.5  299.0  316.0     11   76.91  178.89   76.67   77.13  177.99  180.00    115       682   -999.00   -999.00   -999.00   -999.00      0.15      0.00      1.08      0.09      0.46      0.00      8.73      0.57
   ICESAT1-G          3g  11030136   2006  308.9  299.0  316.0     11   76.83  177.01   76.65   77.11  176.26  177.98     91       539   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.91      0.11      0.62      0.00      7.13      0.74
   ICESAT1-G          3g  11030137   2006  305.2  301.0  310.0     11   76.84  172.87   76.55   77.05  171.98  174.01    106       625   -999.00   -999.00   -999.00   -999.00      0.22      0.00      0.99      0.11      0.86      0.00      7.77      0.89
   ICESAT1-G          3g  11030138   2006  306.3  301.0  326.0     11   76.79  171.46   76.53   76.99  169.93  172.09    116       685   -999.00   -999.00   -999.00   -999.00      0.23      0.00      0.69      0.11      0.89      0.00      4.92      0.81
   ICESAT1-G          3g  11030139   2006  304.0  302.0  310.0     10   76.66  168.85   76.40   76.90  168.07  169.92    127       751   -999.00   -999.00   -999.00   -999.00      0.18      0.00      0.71      0.10      0.59      0.00      5.22      0.66
   ICESAT1-G          3g  11030140   2006  316.0  303.0  329.0     11   76.46  165.40   76.23   76.72  164.86  165.98     98       580   -999.00   -999.00   -999.00   -999.00      0.21      0.00      0.63      0.10      0.72      0.00      4.29      0.63
   ICESAT1-G          3g  11030141   2006  308.9  299.0  316.0     11   75.72  156.36   75.44   76.00  155.57  157.29    178      1052   -999.00   -999.00   -999.00   -999.00      0.17      0.00      0.73      0.09      0.53      0.00      5.27      0.51
   ICESAT1-G          3g  11030142   2006  311.0  300.0  323.0     11   75.52  154.49   75.28   75.76  153.55  155.63    120       711   -999.00   -999.00   -999.00   -999.00      0.20      0.00      0.63      0.08      0.61      0.00      4.22      0.50
   ICESAT1-G          3g  11030143   2006  309.4  299.0  326.0     11   75.16  151.65   74.89   75.40  151.22  152.17    133       784   -999.00   -999.00   -999.00   -999.00      0.19      0.00      0.66      0.09      0.65      0.00      4.54      0.58
   ICESAT1-G          3g  11030144   2006  315.5  300.0  328.0     11   74.36  146.80   74.14   74.61  146.24  147.85    126       744   -999.00   -999.00   -999.00   -999.00      0.19      0.00      0.45      0.09      0.66      0.00      2.77      0.53
   ICESAT1-G          3g  11030145   2006  301.5  299.0  303.0     10   72.20  136.76   71.98   72.49  136.42  137.09     85       503   -999.00   -999.00   -999.00   -999.00      0.11      0.00      0.26      0.05      0.30      0.00      1.41      0.20
   ICESAT1-G          3g  11030146   2006  317.9  309.0  329.0     11   70.93 -130.96   70.72   71.14 -131.66 -130.62     87       516   -999.00   -999.00   -999.00   -999.00      0.16      0.00      0.48      0.08      0.68      0.00      3.55      0.56
   ICESAT1-G          3g  11030147   2006  320.0  318.0  322.0     11   71.90 -133.74   71.57   72.15 -134.06 -133.48     93       549   -999.00   -999.00   -999.00   -999.00      0.26      0.00      0.72      0.13      1.44      0.00      5.79      1.13
   ICESAT1-G          3g  11030148   2006  318.9  315.0  327.0     11   72.79 -137.01   72.54   73.03 -137.53 -136.47     97       571   -999.00   -999.00   -999.00   -999.00      0.22      0.00      0.89      0.13      1.07      0.00      7.21      1.05
   ICESAT1-G          3g  11030149   2006  320.9  303.0  328.0     11   73.66 -140.74   73.45   73.95 -141.80 -139.74    104       616   -999.00   -999.00   -999.00   -999.00      0.27      0.00      0.80      0.15      1.51      0.00      6.26      1.27
   ICESAT1-G          3g  11030150   2006  314.9  304.0  320.0     11   73.96 -141.84   73.68   74.21 -142.98 -141.26    154       908   -999.00   -999.00   -999.00   -999.00      0.22      0.00      0.88      0.11      1.06      0.00      7.16      0.91
   ICESAT1-G          3g  11030151   2006  315.1  302.0  321.0     11   74.51 -144.84   74.23   74.75 -145.68 -143.73    128       753   -999.00   -999.00   -999.00   -999.00      0.19      0.00      0.62      0.09      0.73      0.00      4.56      0.66
   ICESAT1-G          3g  11030152   2006  313.0  302.0  330.0     11   74.81 -146.05   74.54   75.10 -147.22 -145.05    176      1036   -999.00   -999.00   -999.00   -999.00      0.19      0.00      0.65      0.09      0.75      0.00      4.88      0.68
   ICESAT1-G          3g  11030153   2006  315.7  299.0  322.0     11   75.92 -154.25   75.71   76.21 -154.85 -153.59     91       539   -999.00   -999.00   -999.00   -999.00      0.26      0.00      0.97      0.13      1.22      0.00      7.73      1.03
   ICESAT1-G          3g  11030154   2006  311.7  300.0  316.0     11   76.30 -157.21   76.07   76.51 -158.26 -156.45    109       642   -999.00   -999.00   -999.00   -999.00      0.29      0.00      0.97      0.13      1.45      0.00      7.78      1.05
